coordinates.coordinates,coordinates.type,created_at,geo.coordinates,geo.type,id,place.bounding_box.coordinates,place.bounding_box.type,place.contained_within,place.country,place.country_code,place.full_name,place.id,place.name,place.place_type,place.url,text,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.entities.description.urls,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.has_extended_profile,user.id,user.id_str,user.is_translation_enabled,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.translator_type,user.url,user.utc_offset,user.verified
"[-71.08259, 42.40478]",Point,Sun Apr 07 15:45:31 +0000 2019,"[42.40478, -71.08259]",Point,1114917126802948097,"[[[-71.149807, 42.396145], [-71.071833, 42.396145], [-71.071833, 42.453759], [-71.149807, 42.453759]]]",Polygon,[],United States,US,"Medford, MA",c8e7273a81fab7c0,Medford,city,https://api.twitter.com/1.1/geo/id/c8e7273a81fab7c0.json,Road closed intermittently in #Medford on Rt-16 Both EB/WB between Rt-28 and Rt-99 #traffic https://t.co/AoTr5OKtFq,False,Tue Feb 08 23:36:19 +0000 2011,True,False,,[],0,False,3260,False,1,True,False,249393984,249393984,False,False,en,138,"Boston, MA",TTWN Boston,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/439089134884253696/iOThgitH_normal.png,https://pbs.twimg.com/profile_images/439089134884253696/iOThgitH_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,TotalTrafficBOS,62030,,none,,,False
