File,Chip mass (kg),Fill height (m),Fill volume (cm^3),Bulk density (g/L)
ProjArea_Run_0.85_1.fbx,0.09247677681560162,0.0934867262840271,2000.7272248262543,46.22158166695234
ProjArea_Run_0.85_10.fbx,0.08992568386020139,0.09548388421535492,2046.1659104949297,43.948383363717575
ProjArea_Run_0.85_2.fbx,0.09347432377398945,0.11751632392406464,2555.11868618276,36.58316315381661
ProjArea_Run_0.85_3.fbx,0.09284299366117921,0.11211921274662018,2429.137431230447,38.22056029746775
ProjArea_Run_0.85_4.fbx,0.08651409787853481,0.101467564702034,2182.994866276509,39.63092136176215
ProjArea_Run_0.85_5.fbx,0.08567050273995847,0.08531439304351807,1815.9900521636462,47.17564539403014
ProjArea_Run_0.85_6.fbx,0.08084564500313718,0.08348535001277924,1774.9070010959827,45.549228750135086
ProjArea_Run_0.85_7.fbx,0.07864578034786973,0.07193677127361298,1517.7180737390754,51.81843829145204
ProjArea_Run_0.85_8.fbx,0.07868412473180797,0.07674375176429749,1624.307776026444,48.44163519569766
ProjArea_Run_0.85_9.fbx,0.0925225896644406,0.09703963994979858,2081.641772281504,44.44693169422458
ProjArea_Run_0.8_1.fbx,0.07885190879460424,0.0784723311662674,1662.798293420169,47.42121104323224
ProjArea_Run_0.8_10.fbx,0.0852011139941169,0.09217122197151184,1970.8601607495248,43.23042075279183
ProjArea_Run_0.8_2.fbx,0.0808568386855768,0.08782589435577393,1872.5585739641294,43.179871545703485
ProjArea_Run_0.8_3.fbx,0.0865222962165717,0.10343685746192932,2228.2535656591217,38.82964557984595
ProjArea_Run_0.8_4.fbx,0.08789214321586769,0.09212398529052734,1969.788632267241,44.62008855980817
ProjArea_Run_0.8_5.fbx,0.08554755884688348,0.08903950452804565,1899.9586222425107,45.026011538036634
ProjArea_Run_0.8_6.fbx,0.08050425330293365,0.07968281209468842,1689.8030570826757,47.64120467501017
ProjArea_Run_0.8_7.fbx,0.08768879128911067,0.09633061289787292,2065.4651707974267,42.45474217086707
ProjArea_Run_0.8_8.fbx,0.09228306211298332,0.11562041938304901,2510.766769872294,36.754932087012264
ProjArea_Run_0.8_9.fbx,0.08217054363922216,0.08608658611774445,1833.3634809421583,44.819559510913265
ProjArea_Run_0.95_1.fbx,0.09844965682714246,0.115202397108078,2501.001900685186,39.364087168494656
ProjArea_Run_0.95_10.fbx,0.10129191197484033,0.14289775490760803,3159.067508992024,32.06386431645455
ProjArea_Run_0.95_2.fbx,0.1021930383722065,0.12326234579086304,2690.1819594292774,37.987407511232725
ProjArea_Run_0.95_3.fbx,0.10183417798543815,0.11853402853012085,2578.96980888827,39.48637848898911
ProjArea_Run_0.95_4.fbx,0.09178331757721025,0.09081687033176422,1940.1632188658282,47.30700834070266
ProjArea_Run_0.95_5.fbx,0.10321691157878377,0.11060631275177002,2393.9754757127807,43.11527525070073
ProjArea_Run_0.95_6.fbx,0.10112362829386257,0.11170089244842529,2419.4083909911706,41.796841190765136
ProjArea_Run_0.95_7.fbx,0.10555212911276612,0.1182873547077179,2573.1859273169352,41.020016467611214
ProjArea_Run_0.95_8.fbx,0.09412567656545434,0.11696016788482666,2542.0973234789417,37.02677930388611
ProjArea_Run_0.95_9.fbx,0.0979877012578072,0.10888347029685974,2354.0154299874234,41.62576846759696
ProjArea_Run_0.9_1.fbx,0.09288601103617111,0.09071274101734161,1937.8052720075514,47.93361457828109
ProjArea_Run_0.9_10.fbx,0.09102945207268931,0.1006685197353363,2164.663120226889,42.05247977022312
ProjArea_Run_0.9_2.fbx,0.08694901648414088,0.09008489549160004,1923.5946965087219,45.20131847002451
ProjArea_Run_0.9_3.fbx,0.08541776849597227,0.09605313837528229,2059.138486552369,41.482284486357145
ProjArea_Run_0.9_4.fbx,0.08542308576579671,0.09593340754508972,2056.4091962734424,41.53992596444212
ProjArea_Run_0.9_5.fbx,0.09311465201608371,0.09624361991882324,2063.481408346298,45.12502590983219
ProjArea_Run_0.9_6.fbx,0.09124633777537383,0.09222377836704254,1972.052438525034,46.26973197711726
ProjArea_Run_0.9_7.fbx,0.10133804337237962,0.11206613481044769,2427.902693842134,41.7389229104619
ProjArea_Run_0.9_8.fbx,0.09088813983544242,0.09803827106952667,2104.4504039438166,43.188539708569394
ProjArea_Run_0.9_9.fbx,0.08599041419802234,0.09155958890914917,1956.9906999564369,43.940124089468846
SmallThenBig_Run_1.fbx,0.10840146461850964,0.1477198749780655,3275.9667607015103,33.08991590479285
SmallThenBig_Run_10.fbx,0.10920217989769299,0.15552963316440582,3466.7659234847342,31.49972692356593
SmallThenBig_Run_2.fbx,0.10965897963615134,0.16980936378240585,3820.3669024821484,28.703782237487268
SmallThenBig_Run_3.fbx,0.10783693329722155,0.160972498357296,3600.8206321321827,29.94787697419052
SmallThenBig_Run_4.fbx,0.10759645520010963,0.13351856172084808,2933.6738142227728,36.676352591917414
SmallThenBig_Run_5.fbx,0.1081670363782905,0.15035080909729004,3340.039051234642,32.38496158849001
SmallThenBig_Run_6.fbx,0.10604530155251268,0.14229431003332138,3144.487364644436,33.72419388446288
SmallThenBig_Run_7.fbx,0.10638239025138319,0.1462734416127205,3240.8291452177295,32.82567068009877
SmallThenBig_Run_8.fbx,0.11089454681496136,0.17172326892614365,3868.227355392558,28.668052993412402
SmallThenBig_Run_9.fbx,0.11211940295470413,0.18631524592638016,4236.7801460951605,26.46335167002689
