,osmid_start,x_start,y_start,start_zone,osmid_end,x_end,y_end,end_zone,Time
778,66421287,-71.123696,42.411082,0,66448247,-71.0845748,42.4097142,2,15:30
779,66421287,-71.123696,42.411082,0,66448247,-71.0845748,42.4097142,2,17:30
780,66443423,-71.08054,42.4077535,2,66474496,-71.0943593,42.4341527,1,8:30
781,66443423,-71.08054,42.4077535,2,66474496,-71.0943593,42.4341527,1,15:30
782,66443423,-71.08054,42.4077535,2,66474496,-71.0943593,42.4341527,1,17:30
783,66461500,-71.080966,42.406588,2,66458544,-71.124606,42.411594,0,8:30
784,66461500,-71.080966,42.406588,2,66458544,-71.124606,42.411594,0,15:30
785,66461500,-71.080966,42.406588,2,66458544,-71.124606,42.411594,0,17:30
786,66424717,-71.089567,42.4267523,1,1729919704,-71.084727,42.4101073,2,8:30
787,66424717,-71.089567,42.4267523,1,1729919704,-71.084727,42.4101073,2,15:30
788,66424717,-71.089567,42.4267523,1,1729919704,-71.084727,42.4101073,2,17:30
789,66434391,-71.0939385,42.4422712,1,66435140,-71.120518,42.408775,0,8:30
790,66434391,-71.0939385,42.4422712,1,66435140,-71.120518,42.408775,0,15:30
791,66434391,-71.0939385,42.4422712,1,66435140,-71.120518,42.408775,0,17:30
792,66440950,-71.091994,42.439801,1,66437176,-71.0772745,42.4074426,2,8:30
793,66440950,-71.091994,42.439801,1,66437176,-71.0772745,42.4074426,2,15:30
794,66440950,-71.091994,42.439801,1,66437176,-71.0772745,42.4074426,2,17:30
795,66486656,-71.081104,42.4062148,2,66454735,-71.0936909,42.4426064,1,8:30
796,66486656,-71.081104,42.4062148,2,66454735,-71.0936909,42.4426064,1,15:30
797,66486656,-71.081104,42.4062148,2,66454735,-71.0936909,42.4426064,1,17:30
798,66445763,-71.121871,42.41055,0,66477756,-71.0916173,42.43784,1,8:30
799,66445763,-71.121871,42.41055,0,66477756,-71.0916173,42.43784,1,15:30
800,66445763,-71.121871,42.41055,0,66477756,-71.0916173,42.43784,1,17:30
801,66485914,-71.0920613,42.4110262,2,66437756,-71.0911943,42.4268735,1,8:30
802,66485914,-71.0920613,42.4110262,2,66437756,-71.0911943,42.4268735,1,15:30
803,66485914,-71.0920613,42.4110262,2,66437756,-71.0911943,42.4268735,1,17:30
804,66458181,-71.0731052,42.4041066,2,66448358,-71.0923901,42.428058,1,8:30
805,66458181,-71.0731052,42.4041066,2,66448358,-71.0923901,42.428058,1,15:30
806,66458181,-71.0731052,42.4041066,2,66448358,-71.0923901,42.428058,1,17:30
807,66446820,-71.082181,42.4066876,2,66423381,-71.094591,42.429712,1,8:30
808,66446820,-71.082181,42.4066876,2,66423381,-71.094591,42.429712,1,15:30
809,66446820,-71.082181,42.4066876,2,66423381,-71.094591,42.429712,1,17:30
810,66422683,-71.127038,42.410869,0,66424412,-71.094175,42.4425258,1,8:30
811,66422683,-71.127038,42.410869,0,66424412,-71.094175,42.4425258,1,15:30
812,66422683,-71.127038,42.410869,0,66424412,-71.094175,42.4425258,1,17:30
813,66443549,-71.122337,42.410717,0,66437176,-71.0772745,42.4074426,2,8:30
814,66443549,-71.122337,42.410717,0,66437176,-71.0772745,42.4074426,2,15:30
815,66443549,-71.122337,42.410717,0,66437176,-71.0772745,42.4074426,2,17:30
816,940961064,-71.0946162,42.4444556,1,66445198,-71.0945786,42.4063645,2,8:30
817,940961064,-71.0946162,42.4444556,1,66445198,-71.0945786,42.4063645,2,15:30
818,940961064,-71.0946162,42.4444556,1,66445198,-71.0945786,42.4063645,2,17:30
819,66437578,-71.118759,42.410699,0,66471346,-71.08215,42.4021791,2,8:30
820,66437578,-71.118759,42.410699,0,66471346,-71.08215,42.4021791,2,15:30
821,66437578,-71.118759,42.410699,0,66471346,-71.08215,42.4021791,2,17:30
822,66457713,-71.119392,42.411164,0,66468708,-71.0802975,42.4017603,2,8:30
823,66457713,-71.119392,42.411164,0,66468708,-71.0802975,42.4017603,2,15:30
824,66457713,-71.119392,42.411164,0,66468708,-71.0802975,42.4017603,2,17:30
825,66423476,-71.0879045,42.4333703,1,66435752,-71.122522,42.410456,0,8:30
826,66423476,-71.0879045,42.4333703,1,66435752,-71.122522,42.410456,0,15:30
827,66423476,-71.0879045,42.4333703,1,66435752,-71.122522,42.410456,0,17:30
828,5458722610,-71.0819095,42.4041114,2,66430296,-71.0897572,42.4289299,1,8:30
829,5458722610,-71.0819095,42.4041114,2,66430296,-71.0897572,42.4289299,1,15:30
830,5458722610,-71.0819095,42.4041114,2,66430296,-71.0897572,42.4289299,1,17:30
831,66436328,-71.0923806,42.4276826,1,66463369,-71.1217444,42.4101564,0,8:30
832,66436328,-71.0923806,42.4276826,1,66463369,-71.1217444,42.4101564,0,15:30
833,66436328,-71.0923806,42.4276826,1,66463369,-71.1217444,42.4101564,0,17:30
834,1705089132,-71.0940245,42.437277,1,66464594,-71.125489,42.4102817,0,8:30
835,1705089132,-71.0940245,42.437277,1,66464594,-71.125489,42.4102817,0,15:30
836,1705089132,-71.0940245,42.437277,1,66464594,-71.125489,42.4102817,0,17:30
837,66429118,-71.0816395,42.4055235,2,66463678,-71.120822,42.410936,0,8:30
838,66429118,-71.0816395,42.4055235,2,66463678,-71.120822,42.410936,0,15:30
839,66429118,-71.0816395,42.4055235,2,66463678,-71.120822,42.410936,0,17:30
840,66421287,-71.123696,42.411082,0,66434417,-71.0950028,42.4058244,2,8:30
841,66421287,-71.123696,42.411082,0,66434417,-71.0950028,42.4058244,2,15:30
842,66421287,-71.123696,42.411082,0,66434417,-71.0950028,42.4058244,2,17:30
843,66445198,-71.0945786,42.4063645,2,66459624,-71.0946693,42.4419503,1,8:30
844,66445198,-71.0945786,42.4063645,2,66459624,-71.0946693,42.4419503,1,15:30
845,66445198,-71.0945786,42.4063645,2,66459624,-71.0946693,42.4419503,1,17:30
846,1538930314,-71.092831,42.4346586,1,66421825,-71.079618,42.410299,2,8:30
847,1538930314,-71.092831,42.4346586,1,66421825,-71.079618,42.410299,2,15:30
848,1538930314,-71.092831,42.4346586,1,66421825,-71.079618,42.410299,2,17:30
849,66437176,-71.0772745,42.4074426,2,66435752,-71.122522,42.410456,0,8:30
850,66437176,-71.0772745,42.4074426,2,66435752,-71.122522,42.410456,0,15:30
851,66437176,-71.0772745,42.4074426,2,66435752,-71.122522,42.410456,0,17:30
852,66474562,-71.0750709,42.4047116,2,66468665,-71.092357,42.441233,1,8:30
853,66474562,-71.0750709,42.4047116,2,66468665,-71.092357,42.441233,1,15:30
854,66474562,-71.0750709,42.4047116,2,66468665,-71.092357,42.441233,1,17:30
855,66450381,-71.0807002,42.4073187,2,66462174,-71.0939571,42.4392445,1,8:30
856,66450381,-71.0807002,42.4073187,2,66462174,-71.0939571,42.4392445,1,15:30
857,66450381,-71.0807002,42.4073187,2,66462174,-71.0939571,42.4392445,1,17:30
858,66458871,-71.0902949,42.4384277,1,66474482,-71.124367,42.411962,0,8:30
859,66458871,-71.0902949,42.4384277,1,66474482,-71.124367,42.411962,0,15:30
860,66458871,-71.0902949,42.4384277,1,66474482,-71.124367,42.411962,0,17:30
861,66433476,-71.077174,42.4090153,2,1755511237,-71.0918788,42.4283532,1,8:30
862,66433476,-71.077174,42.4090153,2,1755511237,-71.0918788,42.4283532,1,15:30
863,66433476,-71.077174,42.4090153,2,1755511237,-71.0918788,42.4283532,1,17:30
864,2295021981,-71.1211007,42.4098316,0,66436423,-71.093548,42.4339287,1,8:30
865,2295021981,-71.1211007,42.4098316,0,66436423,-71.093548,42.4339287,1,15:30
866,2295021981,-71.1211007,42.4098316,0,66436423,-71.093548,42.4339287,1,17:30
867,66481352,-71.0797865,42.4032261,2,66441163,-71.0905489,42.433605,1,8:30
868,66481352,-71.0797865,42.4032261,2,66441163,-71.0905489,42.433605,1,15:30
869,66481352,-71.0797865,42.4032261,2,66441163,-71.0905489,42.433605,1,17:30
870,66463678,-71.120822,42.410936,0,66454162,-71.0771576,42.4098137,2,8:30
871,66463678,-71.120822,42.410936,0,66454162,-71.0771576,42.4098137,2,15:30
872,66463678,-71.120822,42.410936,0,66454162,-71.0771576,42.4098137,2,17:30
873,66474562,-71.0750709,42.4047116,2,66484689,-71.090031,42.427745,1,8:30
874,66474562,-71.0750709,42.4047116,2,66484689,-71.090031,42.427745,1,15:30
875,66474562,-71.0750709,42.4047116,2,66484689,-71.090031,42.427745,1,17:30
876,66437578,-71.118759,42.410699,0,66446726,-71.0873683,42.436313,1,8:30
877,66437578,-71.118759,42.410699,0,66446726,-71.0873683,42.436313,1,15:30
